City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
289,lavumisa,0,ZA,10/4/2019,82,-27.31,31.88,60.8,4.7
290,pamanukan,24,ID,10/4/2019,36,-6.28,107.82,93.43,4.79
291,richards bay,46,ZA,10/4/2019,85,-28.77,32.06,69.72,17.72
292,deputatskiy,100,RU,10/4/2019,85,69.3,139.9,16.84,23.69
293,vila,0,IT,10/4/2019,87,45.18,8.4,57.99,5.82
294,torbay,40,CA,10/4/2019,74,47.66,-52.73,41,11.41
295,guerrero negro,0,MX,10/4/2019,78,27.97,-114.04,67.65,13.76
296,ust-ilimsk,97,RU,10/4/2019,82,57.96,102.73,41.41,9.91
297,sahuaripa,73,MX,10/4/2019,71,29.05,-109.23,72.35,2.93
298,kargopol,100,RU,10/4/2019,97,61.51,38.95,32.39,16.51
299,east london,3,ZA,10/4/2019,94,-33.02,27.91,54.38,4.34
300,puerto colombia,40,CO,10/4/2019,100,10.99,-74.96,80.01,3.36
301,pangnirtung,0,CA,10/4/2019,72,66.15,-65.72,24.11,4.56
302,newport,99,GB,10/4/2019,87,51.59,-3,57.2,20.8
303,tashla,100,RU,10/4/2019,100,53.71,49.75,46.4,11.3
304,arman,89,RU,10/4/2019,78,59.7,150.17,27.31,5.48
305,boa vista,0,BR,10/4/2019,74,2.82,-60.67,80.6,5.82
306,cabo san lucas,40,MX,10/4/2019,78,22.89,-109.91,82,6.93
307,luba,0,PH,10/4/2019,68,17.32,120.7,83.96,4.47
308,namatanai,38,PG,10/4/2019,78,-3.66,152.44,80.47,4.27
309,margate,75,AU,10/4/2019,76,-43.03,147.26,55.99,20.8
310,kavaratti,78,IN,10/4/2019,72,10.57,72.64,81.82,4.45
311,tamandare,99,BR,10/4/2019,90,-8.28,-70.75,73.09,2.26
312,pochutla,75,MX,10/4/2019,65,15.74,-96.47,77,5.82
313,kasane,52,BW,10/4/2019,77,-17.8,25.16,61.69,5.64
314,taoudenni,0,ML,10/4/2019,10,22.68,-3.98,89.65,11.39
315,peniche,20,PT,10/4/2019,93,39.36,-9.38,66.2,4.7
316,jiayuguan,62,CN,10/4/2019,57,39.77,98.29,47.51,17.2
317,mount gambier,90,AU,10/4/2019,87,-37.83,140.78,53.6,9.17
318,west wendover,1,US,10/4/2019,50,40.74,-114.07,53.6,3.98
319,nouadhibou,1,MR,10/4/2019,54,20.93,-17.03,78.8,19.46
320,los llanos de aridane,20,ES,10/4/2019,88,28.66,-17.92,77,12.75
321,terrace,90,CA,10/4/2019,93,54.52,-128.61,48.2,8.05
322,ugoofaaru,100,MV,10/4/2019,73,5.67,73,81.92,7.31
323,nishihara,40,JP,10/4/2019,66,35.74,139.53,84.99,16.11
324,vung tau,99,VN,10/4/2019,67,10.35,107.08,85.43,3.91
325,fort nelson,75,CA,10/4/2019,67,58.81,-122.69,59,5.82
326,santo antonio do sudoeste,33,BR,10/4/2019,98,-26.07,-53.73,68.69,1.92
327,prince rupert,90,CA,10/4/2019,93,54.32,-130.32,51.8,3.36
328,goure,96,NE,10/4/2019,65,13.98,10.27,82.99,1.01
329,ginir,68,ET,10/4/2019,88,7.14,40.71,56.04,3.06
330,komsomolskiy,100,RU,10/4/2019,96,67.55,63.78,34.82,29.97
331,barabai,60,ID,10/4/2019,41,-2.59,115.38,92.9,5.01
332,bontang,92,ID,10/4/2019,72,0.12,117.47,85.25,2.91
333,tezu,0,IN,10/4/2019,67,27.93,96.16,79.3,3.87
334,kaina,98,NG,10/4/2019,66,12.64,8.59,78.81,6.33
335,mansehra,100,PK,10/4/2019,91,34.33,73.2,52.6,11.54
336,fare,33,PF,10/4/2019,79,-16.7,-151.02,77.78,15.23
337,tuatapere,100,NZ,10/4/2019,55,-46.13,167.69,63,15.99
338,suez,0,EG,10/4/2019,62,29.97,32.54,65.49,1.83
339,champerico,75,MX,10/4/2019,69,16.38,-93.6,78.8,8.05
340,bambanglipuro,23,ID,10/4/2019,86,-7.95,110.28,75.98,12.37
341,hohhot,40,CN,10/4/2019,50,40.81,111.65,51.8,11.18
342,zanesville,1,US,10/4/2019,68,39.94,-82.01,77,9.17
343,menongue,13,AO,10/4/2019,49,-14.66,17.68,59.41,4.21
344,muana,24,BR,10/4/2019,95,-1.53,-49.22,73.43,2.98
345,balabac,100,PH,10/4/2019,68,7.99,117.06,84.59,5.95
346,jutai,0,BR,10/4/2019,90,-1.71,-47.89,73.91,3.29
347,rutul,75,RU,10/4/2019,93,41.53,47.42,64.4,4.7
348,puteyets,93,RU,10/4/2019,82,65.17,57.09,33.85,11.54
349,conway,75,US,10/4/2019,88,35.09,-92.44,82.4,7.25
350,leningradskiy,100,RU,10/4/2019,93,69.38,178.42,32.89,16.04
351,birjand,0,IR,10/4/2019,33,32.86,59.22,44.6,4.7
352,chiredzi,0,ZW,10/4/2019,96,-21.05,31.67,62.18,0.72
353,kieta,97,PG,10/4/2019,80,-6.22,155.63,81.76,15.21
354,ahuimanu,90,US,10/4/2019,69,21.44,-157.84,87.01,5.82
355,kahului,40,US,10/4/2019,58,20.89,-156.47,87.8,18.34
356,la orilla,64,MX,10/4/2019,84,18,-102.23,78.97,3.76
357,san pedro,100,AR,10/4/2019,89,-33.68,-59.66,54,4
358,bud,0,NO,10/4/2019,74,62.91,6.91,44.6,9.17
359,bozuyuk,0,TR,10/4/2019,66,39.91,30.04,53.6,3.36
360,campbellton,100,CA,10/4/2019,86,48,-66.68,32.5,1.83
361,omboue,100,GA,10/4/2019,81,-1.57,9.26,77.77,12.62
362,tartagal,0,AR,10/4/2019,55,-22.52,-63.8,57.82,1.97
363,teberda,96,RU,10/4/2019,86,43.44,41.74,40.61,5.61
364,yuryev-polskiy,58,RU,10/4/2019,84,56.5,39.68,54.04,14.43
365,kouango,100,CF,10/4/2019,98,4.99,19.98,68.82,1.1
366,maniitsoq,11,GL,10/4/2019,60,65.42,-52.9,40.24,7.43
367,ravar,85,IR,10/4/2019,19,31.27,56.81,63.94,6.51
368,reoti,0,IN,10/4/2019,78,25.85,84.38,80.95,4.61
369,ust-maya,27,RU,10/4/2019,48,60.42,134.54,31.9,3.18
370,ingham,74,AU,10/4/2019,64,-18.65,146.16,75.19,7.07
371,payo,100,ID,10/4/2019,45,-3.75,103.64,82.18,5.79
372,daliao,75,TW,10/4/2019,66,22.61,120.4,86,8.05
373,almora,40,IN,10/4/2019,88,29.6,79.66,75.2,1.5
374,salta,0,AR,10/4/2019,58,-24.79,-65.41,57.2,4.7
375,verkhoyansk,97,RU,10/4/2019,46,67.55,133.39,24.04,6.87
376,chicama,90,PE,10/4/2019,88,-7.84,-79.15,62.6,10.29
377,tessalit,0,ML,10/4/2019,10,20.2,1.01,85.88,10.85
378,arawa,0,ID,10/4/2019,52,-3.93,119.75,87.63,14.56
379,huangmei,1,CN,10/4/2019,41,30.1,115.95,89.74,7.27
380,frederico westphalen,100,BR,10/4/2019,94,-27.36,-53.4,68.57,6.82
381,agadir,0,MA,10/4/2019,82,30.42,-9.58,60.8,13.73
382,fallon,1,US,10/4/2019,75,46.84,-105.12,48,10.29
383,xudat,0,AZ,10/4/2019,89,41.63,48.68,56.56,3.44
384,nogales,0,CL,10/4/2019,81,-32.73,-71.2,51.01,4.7
385,casablanca,40,MA,10/4/2019,87,33.6,-7.62,61,4.7
386,jiujiang,1,CN,10/4/2019,41,29.73,115.99,89.74,7.27
387,poum,100,MK,10/4/2019,91,41.28,20.71,50.69,3.91
388,turbat,1,PK,10/4/2019,72,26,63.05,79.31,4.38
389,banda aceh,85,ID,10/4/2019,75,5.56,95.32,80.74,3.4
390,sebastian,1,US,10/4/2019,65,27.82,-80.47,80.6,6.93
391,zhuhai,40,CN,10/4/2019,50,40.71,112.04,51.8,11.18
392,rio gallegos,0,AR,10/4/2019,64,-51.62,-69.22,44.6,8.05
393,vieques,1,PR,10/4/2019,74,18.43,-65.83,82.4,4.54
394,pitogo,17,PH,10/4/2019,74,13.79,122.09,83.11,8.84
395,batagay-alyta,100,RU,10/4/2019,72,67.8,130.41,12.01,4.36
396,sao felix do xingu,2,BR,10/4/2019,84,-6.64,-51.99,72.62,1.3
397,conde,16,BR,10/4/2019,98,-11.81,-37.61,69.59,2.84
398,rawson,32,AR,10/4/2019,47,-43.3,-65.11,53.03,24.23
399,makakilo city,90,US,10/4/2019,69,21.35,-158.09,87.01,5.82
400,fairbanks,90,US,10/4/2019,100,64.84,-147.72,39.99,3.36
401,grafton,0,AU,10/4/2019,26,-29.69,152.93,87.01,6.93
402,kalispell,90,US,10/4/2019,65,48.2,-114.32,48,3.49
403,kuito,90,AO,10/4/2019,90,-12.38,16.94,57.43,2.66
404,kalianget,20,ID,10/4/2019,55,-7.35,109.91,86,9.17
405,cavalcante,36,BR,10/4/2019,33,-13.79,-47.46,74.26,4.25
406,katiola,100,CI,10/4/2019,94,8.14,-5.1,72.74,2.62
407,miri,84,NG,10/4/2019,87,10.31,9.75,70.44,4.81
408,iqaluit,20,CA,10/4/2019,86,63.75,-68.52,33.8,17.22
409,monrovia,75,LR,10/4/2019,94,6.33,-10.8,77,5.82
410,kikwit,100,CD,10/4/2019,94,-5.04,18.82,69.74,4.41
411,saint stephen,90,US,10/4/2019,81,45.7,-94.27,46.4,4.7
412,yulara,0,AU,10/4/2019,7,-25.24,130.99,93.2,17.22
413,tabory,7,PL,10/4/2019,100,53.89,19.53,43,7.34
414,celestun,0,MX,10/4/2019,78,20.87,-90.4,82.77,10.04
415,moose factory,90,CA,10/4/2019,74,51.26,-80.61,41,5.82
416,salalah,40,OM,10/4/2019,88,17.01,54.1,78.8,2.24
417,khatanga,0,RU,10/4/2019,67,71.98,102.47,25.13,13.47
418,turaiyur,40,IN,10/4/2019,78,11.17,78.62,82.4,2.13
419,mandera,2,ET,10/4/2019,80,3.94,41.86,78.01,10.63
420,constantine,20,DZ,10/4/2019,87,36.36,6.61,55.4,6.93
421,hamilton,40,CA,10/4/2019,100,43.26,-79.87,57,8.05
422,elizabeth city,75,US,10/4/2019,94,36.3,-76.22,77,4.7
423,tual,56,ID,10/4/2019,83,-5.67,132.75,79.48,20.07
424,kaniv,100,UA,10/4/2019,85,49.76,31.46,51.68,10.2
425,jumla,0,NP,10/4/2019,69,29.28,82.18,57.03,1.66
426,kapuskasing,90,CA,10/4/2019,93,49.42,-82.43,37.4,3.36
427,yenagoa,99,NG,10/4/2019,96,4.92,6.26,72.29,1.41
428,nevelsk,75,RU,10/4/2019,71,46.67,141.86,50,15.66
429,narsaq,100,GL,10/4/2019,27,60.91,-46.05,51.8,21.92
430,moranbah,0,AU,10/4/2019,14,-22,148.04,83.62,19.1
431,tokmak,0,UA,10/4/2019,79,47.26,35.7,57.61,4.41
432,motala,72,IN,10/4/2019,81,20.68,76.21,76.54,6.24
433,vodnyy,98,RU,10/4/2019,93,63.51,53.41,30.95,3.2
434,zaterechnyy,51,RU,10/4/2019,72,44.8,45.21,61.28,8.95
435,dhidhdhoo,61,MV,10/4/2019,67,6.88,73.1,83.15,3.22
436,pevek,100,RU,10/4/2019,74,69.7,170.27,32.55,18.66
437,luau,85,CD,10/4/2019,82,-10.7,22.23,68.15,3.15
438,amnat charoen,100,TH,10/4/2019,68,15.86,104.63,84,1.97
439,jodhpur,58,IN,10/4/2019,60,26.3,73.04,83.85,7.05
440,byron bay,0,AU,10/4/2019,53,-28.65,153.62,86,16.11
441,kalevala,100,FI,10/4/2019,80,64.12,29.58,29.9,8.23
442,kaliua,4,TZ,10/4/2019,58,-5.06,31.79,69.63,9.71
443,ponta delgada,40,PT,10/4/2019,78,37.73,-25.67,72,8.05
444,talara,100,PE,10/4/2019,88,-4.58,-81.27,65.24,21.32
445,kiunga,100,PG,10/4/2019,68,-6.12,141.3,84.61,5.26
446,douentza,11,ML,10/4/2019,46,15.01,-2.95,82.66,2.86
447,roma,0,IT,10/4/2019,54,41.89,12.48,59,13.87
448,sorland,0,NO,10/4/2019,57,67.67,12.69,43.39,12.28
449,haines junction,60,CA,10/4/2019,64,60.75,-137.51,33.36,2.21
450,butka,89,RU,10/4/2019,96,56.72,63.78,45.4,4.59
451,vaitape,21,PF,10/4/2019,80,-16.52,-151.75,78.23,16.22
452,floridablanca,75,CO,10/4/2019,100,7.06,-73.09,66.2,2.24
453,pangai,75,TO,10/4/2019,73,-19.8,-174.35,77,9.17
454,carutapera,0,BR,10/4/2019,78,-1.2,-46.02,78.72,8.61
455,bandarbeyla,100,SO,10/4/2019,80,9.49,50.81,76.13,5.1
456,udachnyy,90,RU,10/4/2019,100,66.42,112.4,24.8,4.47
457,walvis bay,0,NA,10/4/2019,93,-22.95,14.51,55.4,6.93
458,choma,0,ZM,10/4/2019,84,-16.81,26.98,61.89,8.75
459,mabaruma,5,GY,10/4/2019,98,8.2,-59.78,73.09,2.1
460,estrella,90,CU,10/4/2019,100,21.59,-78.3,73.4,8.05
461,mae ramat,20,TH,10/4/2019,78,16.98,98.52,80.6,2.24
462,ashqelon,20,IL,10/4/2019,77,31.67,34.57,69.8,3.36
463,kaeo,14,NZ,10/4/2019,71,-35.1,173.78,64.99,9.22
464,khandyga,89,RU,10/4/2019,65,62.65,135.58,26.23,2.15
465,praia da vitoria,20,PT,10/4/2019,88,38.73,-27.07,68,21.68
466,bani,39,YE,10/4/2019,66,16.02,42.93,87.95,3.49
467,meulaboh,87,ID,10/4/2019,81,4.14,96.13,79.3,7.27
468,baghdad,0,IQ,10/4/2019,43,33.3,44.38,69.8,9.17
469,victoria,75,BN,10/4/2019,78,5.28,115.24,82.4,3.36
470,coolum beach,0,AU,10/4/2019,62,-26.53,153.09,80.01,5.99
471,deep river,90,CA,10/4/2019,93,46.1,-77.49,41,5.32
472,henties bay,0,NA,10/4/2019,89,-22.12,14.28,56.96,9.91
473,deer lake,75,CA,10/4/2019,86,49.18,-57.43,37.4,4.7
474,pavlodar,0,KZ,10/4/2019,36,52.28,76.96,32,6.71
475,la asuncion,0,AR,10/4/2019,85,-26.05,-65.39,42.02,1.99
476,kijang,20,KR,10/4/2019,57,35.24,129.21,78.8,8.05
477,tautira,20,PF,10/4/2019,66,-17.73,-149.15,84.2,8.05
478,moron,91,HT,10/4/2019,78,18.56,-74.26,81.01,1.16
479,otane,0,NZ,10/4/2019,51,-39.89,176.62,60.01,11.01
480,todos santos,40,MX,10/4/2019,78,23.45,-110.23,81,6.93
481,katsuura,40,JP,10/4/2019,51,33.93,134.5,82.4,13.87
482,santa cruz balanya,90,GT,10/4/2019,93,14.68,-90.92,64.4,6.93
483,arak,0,IR,10/4/2019,56,34.1,49.69,55.43,7.74
484,puerto del rosario,74,ES,10/4/2019,83,28.5,-13.86,71.6,16.11
485,huilong,100,CN,10/4/2019,93,31.15,106.5,70.31,1.63
486,gossaigaon,56,IN,10/4/2019,78,26.45,89.99,80.12,3.96
487,port lincoln,100,AU,10/4/2019,85,-34.72,135.86,59.3,22.32
488,na klang,20,TH,10/4/2019,78,17.3,102.21,86,2.24
489,aberdeen,1,US,10/4/2019,93,46.98,-123.82,52,6.93
490,brae,2,GB,10/4/2019,93,60.4,-1.35,48.2,8.05
491,sheridan,5,US,10/4/2019,50,39.65,-105.03,59,4.7
492,marawi,18,PH,10/4/2019,75,8,124.29,82.99,5.99
493,dalnegorsk,100,RU,10/4/2019,82,44.56,135.58,49.88,2.08
494,lodwar,1,KE,10/4/2019,54,3.12,35.6,80.12,17.63
495,mahibadhoo,100,MV,10/4/2019,73,3.78,72.97,81.65,6.33
496,baruun-urt,0,MN,10/4/2019,36,46.68,113.28,42,10.76
497,omsukchan,34,RU,10/4/2019,86,62.53,155.8,17.83,3.18
498,novo aripuana,100,BR,10/4/2019,97,-5.12,-60.38,73.68,2.17
499,pedernales,100,EC,10/4/2019,86,0.07,-80.05,73.73,14.9
500,rabo de peixe,40,PT,10/4/2019,78,37.8,-25.58,72,8.05
501,luena,61,AO,10/4/2019,86,-11.78,19.91,59.62,2.17
502,alyangula,0,AU,10/4/2019,40,-13.85,136.42,89.6,14.99
503,yantal,100,RU,10/4/2019,84,56.85,105.25,39.75,9.69
504,enterprise,1,US,10/4/2019,9,36.05,-115.22,84.2,6.93
505,tamorong,3,PH,10/4/2019,74,17.33,120.43,82.79,5.77
506,muhlhausen,20,DE,10/4/2019,93,51.22,10.45,48,6.93
507,caraquet,20,CA,10/4/2019,66,47.79,-64.94,36,2.24
508,yumen,77,CN,10/4/2019,48,40.29,97.04,50.91,28.63
509,talcahuano,0,CL,10/4/2019,81,-36.72,-73.12,48.2,8.05
510,cap malheureux,75,MU,10/4/2019,94,-19.98,57.61,73.4,13.87
511,zhumadian,95,CN,10/4/2019,56,33.01,114.02,75.97,14.99
512,north bend,90,US,10/4/2019,93,43.41,-124.22,55,5.82
513,boundiali,7,CI,10/4/2019,94,9.53,-6.48,71.25,0.45
514,livramento,0,BR,10/4/2019,88,-3.03,-60.18,80.6,6.62
515,show low,1,US,10/4/2019,39,34.25,-110.03,69.8,8.05
516,buraydah,0,SA,10/4/2019,34,26.33,43.97,80.6,6.93
517,almazar,20,UZ,10/4/2019,76,40.32,69.01,55.4,2.24
518,gorontalo,41,ID,10/4/2019,58,0.54,123.06,85.47,8.68
519,gwadar,100,PK,10/4/2019,77,25.12,62.33,81.98,5.7
520,corner brook,75,CA,10/4/2019,86,48.95,-57.95,42.8,4.7
521,ulladulla,75,AU,10/4/2019,64,-35.36,150.48,79,16.11
522,arlit,0,NE,10/4/2019,10,18.74,7.39,87.27,7.14
523,sola,0,TZ,10/4/2019,62,-3.17,33.8,67.47,9.93
524,anloga,20,GH,10/4/2019,94,5.79,0.9,77,5.82
525,myitkyina,1,MM,10/4/2019,91,25.38,97.4,76.02,1.81
526,san marco in lamis,75,IT,10/4/2019,93,41.71,15.64,59,17.22
527,taree,40,AU,10/4/2019,13,-31.91,152.46,93.99,5.82
528,mogadishu,75,SO,10/4/2019,87,2.04,45.34,77.53,6.82
529,kamenskiy,12,RU,10/4/2019,85,50.89,45.49,52.55,8.95
530,bathsheba,40,BB,10/4/2019,83,13.22,-59.52,82.4,8.05
531,kerema,70,PG,10/4/2019,85,-7.96,145.78,78.59,14.7
532,fort-shevchenko,0,KZ,10/4/2019,56,44.51,50.26,64.28,24.36
533,lincolnton,1,US,10/4/2019,88,35.47,-81.25,79,4.88
534,kastamonu,0,TR,10/4/2019,83,41.38,33.78,50.39,2.3
535,norman wells,75,CA,10/4/2019,81,65.28,-126.83,42.8,8.05
536,padong,40,PH,10/4/2019,79,18.05,120.76,84.2,5.82
537,camacha,40,PT,10/4/2019,77,33.08,-16.33,69.8,5.82
538,samarai,100,PG,10/4/2019,93,-10.62,150.67,75.84,8.81
539,siljan,100,NO,10/4/2019,93,59.29,9.71,39,11.41
540,sur,0,OM,10/4/2019,58,22.57,59.53,84.75,10.33
541,lae,40,PG,10/4/2019,62,-6.72,146.98,86,5.82
542,savannah bight,100,HN,10/4/2019,67,16.45,-85.85,85.11,2.86
543,quang ngai,23,VN,10/4/2019,55,15.12,108.8,86.5,2.93
544,angoche,60,MZ,10/4/2019,85,-16.23,39.91,73.46,3.85
545,gat,20,SN,10/4/2019,78,14.69,-16.54,77,5.82
546,carndonagh,100,IE,10/4/2019,89,55.25,-7.27,55.12,29.24
547,kiama,75,AU,10/4/2019,64,-34.67,150.86,75,16.11
548,amarkantak,4,IN,10/4/2019,77,22.67,81.76,75.95,2.82
549,dongdu,100,CN,10/4/2019,52,35.85,117.7,74.96,9.04
550,sao joao da barra,27,BR,10/4/2019,91,-21.64,-41.05,68.57,3.94
551,presidente olegario,0,BR,10/4/2019,64,-18.42,-46.42,66.99,3.78
552,anastacio,59,BR,10/4/2019,51,-20.48,-55.81,81.02,2.95
553,rio verde de mato grosso,90,BR,10/4/2019,61,-18.92,-54.84,80.41,2.21
554,guilin,0,CN,10/4/2019,58,25.28,110.29,84.2,2.24
555,pandan,3,PH,10/4/2019,75,11.72,122.09,82.75,9.93
556,ostrovnoy,99,RU,10/4/2019,85,68.05,39.51,32.82,10.85
557,dakar,20,SN,10/4/2019,78,14.69,-17.45,77,5.82
558,masallatah,0,LY,10/4/2019,68,32.62,14,67.36,16.46
559,oranjemund,0,ZA,10/4/2019,91,-28.55,16.43,56.78,10.94
560,varhaug,90,NO,10/4/2019,93,58.61,5.65,48,3.36
561,maragogi,21,BR,10/4/2019,93,-9.01,-35.22,70.53,5.48
562,aykhal,90,RU,10/4/2019,100,65.95,111.51,24.8,4.47
563,tutoia,2,BR,10/4/2019,94,-2.76,-42.27,73.12,3.44
564,plettenberg bay,33,ZA,10/4/2019,84,-34.05,23.37,53.7,3.49
565,mwanga,75,TZ,10/4/2019,93,-3.66,37.58,66.2,1.25
566,sabla,96,NG,10/4/2019,69,12.75,4.71,80.02,17.25
567,kanigoro,10,ID,10/4/2019,36,-8.13,112.22,91.41,13.82
568,dudinka,75,RU,10/4/2019,93,69.41,86.18,39.2,22.37
569,vila franca do campo,40,PT,10/4/2019,78,37.72,-25.43,72,8.05
570,kysyl-syr,100,RU,10/4/2019,90,63.9,122.77,32.15,7.16
571,nanakuli,90,US,10/4/2019,69,21.39,-158.15,87.01,5.82
572,bilma,0,NE,10/4/2019,11,18.69,12.92,84.08,9.28
573,kawalu,58,ID,10/4/2019,59,-7.38,108.21,79.03,6.22
574,baykit,100,RU,10/4/2019,92,61.68,96.39,37.48,9.35
575,wronki,40,PL,10/4/2019,100,52.71,16.37,44.01,4.7
576,okhotsk,0,RU,10/4/2019,34,59.36,143.24,32.41,18.48
577,fez,0,MA,10/4/2019,54,34.03,-5.02,55.4,6.93
578,kisangani,100,CD,10/4/2019,99,0.52,25.21,69.22,2.91
579,opuwo,65,NA,10/4/2019,70,-18.06,13.84,56.35,1.66
580,cuenca,20,EC,10/4/2019,82,-2.9,-79,55.4,3.36
